"STUDY_ID","EVENTCATEGORYNAME","EVENTNAME","startdt","SHORTTITLE","STUDYNUMBER","enddt","EVENT"
51736,"Protocol Status","Enrolling","02-AUG-2011","Compare the Efficacy and Safety of Gentian Violet to that of Nystatin (GIVEN)","A5265","","Enrolling"
51736,"Protocol Status","Open","07-JUN-2011","Compare the Efficacy and Safety of Gentian Violet to that of Nystatin (GIVEN)","A5265","02-AUG-2011","Open"
51736,"Protocol Status","Pending","02-APR-2010","Compare the Efficacy and Safety of Gentian Violet to that of Nystatin (GIVEN)","A5265","07-JUN-2011","Pending"
51736,"Protocol Status","In Development","18-JUN-2008","Compare the Efficacy and Safety of Gentian Violet to that of Nystatin (GIVEN)","A5265","02-APR-2010","In Development"
51745,"Protocol Status","Withdrawn","01-MAR-2010","TBV Compared w/RBV in Combination w/PEG-IFN in HCV Genotype I/HIV-Coinfection","A5266","","Other"
51745,"Protocol Status","On Hold","21-JUL-2009","TBV Compared w/RBV in Combination w/PEG-IFN in HCV Genotype I/HIV-Coinfection","A5266","01-MAR-2010","Other"
51745,"Protocol Status","In Development","18-JUL-2008","TBV Compared w/RBV in Combination w/PEG-IFN in HCV Genotype I/HIV-Coinfection","A5266","21-JUL-2009","In Development"
51748,"Protocol Status","POS/PAC","15-JUL-2011","TMC207 & EFV PK Interaction Study","A5267","","POS/PAC"
51748,"Protocol Status","Closed to Follow Up","10-DEC-2010","TMC207 & EFV PK Interaction Study","A5267","15-JUL-2011","Closed to Follow Up"
51748,"Protocol Status","Closed to Accrual","28-OCT-2010","TMC207 & EFV PK Interaction Study","A5267","10-DEC-2010","Closed to Accrual"
51748,"Protocol Status","Enrolling - Temporarily Closed to Accrual","28-OCT-2010","TMC207 & EFV PK Interaction Study","A5267","28-OCT-2010","Other"
51748,"Protocol Status","Enrolling","12-MAR-2010","TMC207 & EFV PK Interaction Study","A5267","28-OCT-2010","Enrolling"
51748,"Protocol Status","Open","15-DEC-2009","TMC207 & EFV PK Interaction Study","A5267","12-MAR-2010","Open"
51748,"Protocol Status","Pending","02-SEP-2009","TMC207 & EFV PK Interaction Study","A5267","15-DEC-2009","Pending"
51748,"Protocol Status","In Development","28-AUG-2008","TMC207 & EFV PK Interaction Study","A5267","02-SEP-2009","In Development"
51753,"Protocol Status","Withdrawn","27-MAY-2009","Interactions when ATV/RTV Dosed is Followed by RIF in Healthy Volunteers","A5268","","Other"
51753,"Protocol Status","In Development","22-SEP-2008","Interactions when ATV/RTV Dosed is Followed by RIF in Healthy Volunteers","A5268","27-MAY-2009","In Development"
51754,"Protocol Status","Closed to Follow Up","12-JAN-2012","NTZ, RBV, and PEG-IFN Alfa-2a for Treatment Naive HCV Genotype 1 and HIV Coinfected Subjects","A5269","","Closed to Follow Up"
51754,"Protocol Status","Closed to Accrual","02-AUG-2010","NTZ, RBV, and PEG-IFN Alfa-2a for Treatment Naive HCV Genotype 1 and HIV Coinfected Subjects","A5269","12-JAN-2012","Closed to Accrual"
51754,"Protocol Status","Enrolling","07-JAN-2010","NTZ, RBV, and PEG-IFN Alfa-2a for Treatment Naive HCV Genotype 1 and HIV Coinfected Subjects","A5269","02-AUG-2010","Enrolling"
51754,"Protocol Status","Open","04-JAN-2010","NTZ, RBV, and PEG-IFN Alfa-2a for Treatment Naive HCV Genotype 1 and HIV Coinfected Subjects","A5269","07-JAN-2010","Open"
51754,"Protocol Status","Pending","09-SEP-2009","NTZ, RBV, and PEG-IFN Alfa-2a for Treatment Naive HCV Genotype 1 and HIV Coinfected Subjects","A5269","04-JAN-2010","Pending"
51754,"Protocol Status","In Development","15-OCT-2008","NTZ, RBV, and PEG-IFN Alfa-2a for Treatment Naive HCV Genotype 1 and HIV Coinfected Subjects","A5269","09-SEP-2009","In Development"
51761,"Protocol Status","Withdrawn","02-JUN-2010","Co-trimoxazole Discontinuation in Adults Receiving ART w/ CD4+ above 200/mm3","A5270","","Other"
51761,"Protocol Status","In Development","12-NOV-2008","Co-trimoxazole Discontinuation in Adults Receiving ART w/ CD4+ above 200/mm3","A5270","02-JUN-2010","In Development"
51765,"Protocol Status","Enrolling","25-FEB-2011","Collection of Comparison Neurocognitive Data in Resource Limited Settings","A5271","","Enrolling"
51765,"Protocol Status","Open","14-FEB-2011","Collection of Comparison Neurocognitive Data in Resource Limited Settings","A5271","25-FEB-2011","Open"
51765,"Protocol Status","Pending","08-JUN-2010","Collection of Comparison Neurocognitive Data in Resource Limited Settings","A5271","14-FEB-2011","Pending"
51765,"Protocol Status","In Development","14-JAN-2009","Collection of Comparison Neurocognitive Data in Resource Limited Settings","A5271","08-JUN-2010","In Development"
51772,"Protocol Status","Enrolling","05-JAN-2010","Oral HPV Shedding and Oral Warts After Initiation of ART","A5272","","Enrolling"
51772,"Protocol Status","Open","17-DEC-2009","Oral HPV Shedding and Oral Warts After Initiation of ART","A5272","05-JAN-2010","Open"
51772,"Protocol Status","Pending","06-NOV-2009","Oral HPV Shedding and Oral Warts After Initiation of ART","A5272","17-DEC-2009","Pending"
51772,"Protocol Status","In Development","05-FEB-2009","Oral HPV Shedding and Oral Warts After Initiation of ART","A5272","06-NOV-2009","In Development"
51785,"Protocol Status","Enrolling","13-MAR-2012","Study of Options for Second-Line Effective Combination Therapy (SELECT)","A5273","","Enrolling"
51785,"Protocol Status","Open","11-JAN-2012","Study of Options for Second-Line Effective Combination Therapy (SELECT)","A5273","13-MAR-2012","Open"
51785,"Protocol Status","Pending","03-DEC-2010","Study of Options for Second-Line Effective Combination Therapy (SELECT)","A5273","11-JAN-2012","Pending"
51785,"Protocol Status","In Development","13-MAY-2009","Study of Options for Second-Line Effective Combination Therapy (SELECT)","A5273","03-DEC-2010","In Development"
51788,"Protocol Status","Enrolling","31-OCT-2011","Reducing Early Mortality & Morbidity w/ Empiric TB Treatment","A5274","","Enrolling"
51788,"Protocol Status","Open","11-OCT-2011","Reducing Early Mortality & Morbidity w/ Empiric TB Treatment","A5274","31-OCT-2011","Open"
51788,"Protocol Status","Pending","09-NOV-2010","Reducing Early Mortality & Morbidity w/ Empiric TB Treatment","A5274","11-OCT-2011","Pending"
51788,"Protocol Status","In Development","13-MAY-2009","Reducing Early Mortality & Morbidity w/ Empiric TB Treatment","A5274","09-NOV-2010","In Development"
51800,"Protocol Status","Enrolling","14-APR-2011","Effect of Atorvastatin on Biomarkers of Inflammation and T-cell Activation","A5275","","Enrolling"
51800,"Protocol Status","Open","07-APR-2011","Effect of Atorvastatin on Biomarkers of Inflammation and T-cell Activation","A5275","14-APR-2011","Open"
51800,"Protocol Status","Pending","23-JUL-2010","Effect of Atorvastatin on Biomarkers of Inflammation and T-cell Activation","A5275","07-APR-2011","Pending"
51800,"Protocol Status","In Development","11-MAY-2010","Effect of Atorvastatin on Biomarkers of Inflammation and T-cell Activation","A5275","23-JUL-2010","In Development"
51800,"Protocol Status","On Hold","28-JAN-2010","Effect of Atorvastatin on Biomarkers of Inflammation and T-cell Activation","A5275","11-MAY-2010","Other"
51800,"Protocol Status","In Development","07-AUG-2009","Effect of Atorvastatin on Biomarkers of Inflammation and T-cell Activation","A5275","28-JAN-2010","In Development"
51803,"Protocol Status","Enrolling","13-DEC-2010","Residual Viremia Substudy of A5001 (ALLRT)","A5276s","","Enrolling"
51803,"Protocol Status","Open","19-NOV-2010","Residual Viremia Substudy of A5001 (ALLRT)","A5276s","13-DEC-2010","Open"
51803,"Protocol Status","Pending","01-DEC-2009","Residual Viremia Substudy of A5001 (ALLRT)","A5276s","19-NOV-2010","Pending"
51803,"Protocol Status","In Development","14-JUL-2009","Residual Viremia Substudy of A5001 (ALLRT)","A5276s","01-DEC-2009","In Development"
51816,"Protocol Status","Closed to Accrual","21-MAR-2012","Safety and Activity of the HCV Entry Inhibitor ITX 5061 in Mono-Infected Adults","A5277","","Closed to Accrual"
51816,"Protocol Status","Closed to Follow Up","28-FEB-2012","Safety and Activity of the HCV Entry Inhibitor ITX 5061 in Mono-Infected Adults","A5277","21-MAR-2012","Closed to Follow Up"
51816,"Protocol Status","Open","24-AUG-2011","Safety and Activity of the HCV Entry Inhibitor ITX 5061 in Mono-Infected Adults","A5277","28-FEB-2012","Open"
51816,"Protocol Status","Enrolling - Re-Opened","24-AUG-2011","Safety and Activity of the HCV Entry Inhibitor ITX 5061 in Mono-Infected Adults","A5277","24-AUG-2011","Other"
51816,"Protocol Status","Enrolling - Temporarily Closed to Accrual","27-JUL-2011","Safety and Activity of the HCV Entry Inhibitor ITX 5061 in Mono-Infected Adults","A5277","24-AUG-2011","Other"
51816,"Protocol Status","Enrolling - Temporarily Closed to Accrual","27-JUL-2011","Safety and Activity of the HCV Entry Inhibitor ITX 5061 in Mono-Infected Adults","A5277","27-JUL-2011","Other"
51816,"Protocol Status","Closed to Accrual","27-JUL-2011","Safety and Activity of the HCV Entry Inhibitor ITX 5061 in Mono-Infected Adults","A5277","27-JUL-2011","Closed to Accrual"
51816,"Protocol Status","Open","21-APR-2011","Safety and Activity of the HCV Entry Inhibitor ITX 5061 in Mono-Infected Adults","A5277","27-JUL-2011","Open"
51816,"Protocol Status","Enrolling - Re-Opened","21-APR-2011","Safety and Activity of the HCV Entry Inhibitor ITX 5061 in Mono-Infected Adults","A5277","21-APR-2011","Other"
51816,"Protocol Status","Enrolling","21-APR-2011","Safety and Activity of the HCV Entry Inhibitor ITX 5061 in Mono-Infected Adults","A5277","21-APR-2011","Enrolling"
51816,"Protocol Status","Enrolling - Temporarily Closed to Accrual","01-APR-2011","Safety and Activity of the HCV Entry Inhibitor ITX 5061 in Mono-Infected Adults","A5277","21-APR-2011","Other"
51816,"Protocol Status","Enrolling","06-DEC-2010","Safety and Activity of the HCV Entry Inhibitor ITX 5061 in Mono-Infected Adults","A5277","01-APR-2011","Enrolling"
51816,"Protocol Status","Open","24-SEP-2010","Safety and Activity of the HCV Entry Inhibitor ITX 5061 in Mono-Infected Adults","A5277","06-DEC-2010","Open"
51816,"Protocol Status","Pending","09-JUN-2010","Safety and Activity of the HCV Entry Inhibitor ITX 5061 in Mono-Infected Adults","A5277","24-SEP-2010","Pending"
51816,"Protocol Status","In Development","08-SEP-2009","Safety and Activity of the HCV Entry Inhibitor ITX 5061 in Mono-Infected Adults","A5277","09-JUN-2010","In Development"
51817,"Protocol Status","Enrolling","15-JAN-2010","HAART Standard Version of the PROMISE Study (Maternal & Infant Survival)","1077HS","","Enrolling"
51817,"Protocol Status","Open","13-OCT-2009","HAART Standard Version of the PROMISE Study (Maternal & Infant Survival)","1077HS","15-JAN-2010","Open"
51817,"Protocol Status","Pending","20-JUL-2009","HAART Standard Version of the PROMISE Study (Maternal & Infant Survival)","1077HS","13-OCT-2009","Pending"
51817,"Protocol Status","In Development","01-FEB-2008","HAART Standard Version of the PROMISE Study (Maternal & Infant Survival)","1077HS","20-JUL-2009","In Development"
51822,"Protocol Status","Enrolling","02-DEC-2011","Pharmacology Substudies of A5263 and A5264","A5278s","","Enrolling"
51822,"Protocol Status","Open","18-NOV-2011","Pharmacology Substudies of A5263 and A5264","A5278s","02-DEC-2011","Open"
51822,"Protocol Status","Pending","30-AUG-2010","Pharmacology Substudies of A5263 and A5264","A5278s","18-NOV-2011","Pending"
51822,"Protocol Status","In Development","29-SEP-2009","Pharmacology Substudies of A5263 and A5264","A5278s","30-AUG-2010","In Development"
51823,"Protocol Status","Pending","20-MAY-2011","Short-course rifapentine/isoniazid for treatment of latent TB in HIV-infected individuals","A5279","","Pending"
51823,"Protocol Status","In Development","22-OCT-2009","Short-course rifapentine/isoniazid for treatment of latent TB in HIV-infected individuals","A5279","20-MAY-2011","In Development"
51823,"Protocol Status","In Development","08-SEP-2009","Short-course rifapentine/isoniazid for treatment of latent TB in HIV-infected individuals","A5279","22-OCT-2009","In Development"
51824,"Protocol Status","Closed to Accrual","02-MAR-2012","High Dose Vitamin D and Calcium for Bone Health in Individuals Initiating HAART","A5280","","Closed to Accrual"
51824,"Protocol Status","Enrolling","26-SEP-2011","High Dose Vitamin D and Calcium for Bone Health in Individuals Initiating HAART","A5280","02-MAR-2012","Enrolling"
51824,"Protocol Status","Open","15-SEP-2011","High Dose Vitamin D and Calcium for Bone Health in Individuals Initiating HAART","A5280","26-SEP-2011","Open"
51824,"Protocol Status","Pending","04-MAR-2011","High Dose Vitamin D and Calcium for Bone Health in Individuals Initiating HAART","A5280","15-SEP-2011","Pending"
51824,"Protocol Status","In Development","13-OCT-2009","High Dose Vitamin D and Calcium for Bone Health in Individuals Initiating HAART","A5280","04-MAR-2011","In Development"
51825,"Protocol Status","Enrolling","20-APR-2011","Cytokine HIV MAG pDNA Vaccine Delivered via IM/EP or IM Injection","A5281","","Enrolling"
51825,"Protocol Status","Open","31-MAR-2011","Cytokine HIV MAG pDNA Vaccine Delivered via IM/EP or IM Injection","A5281","20-APR-2011","Open"
51825,"Protocol Status","Pending","10-NOV-2010","Cytokine HIV MAG pDNA Vaccine Delivered via IM/EP or IM Injection","A5281","31-MAR-2011","Pending"
51825,"Protocol Status","In Development","23-SEP-2009","Cytokine HIV MAG pDNA Vaccine Delivered via IM/EP or IM Injection","A5281","10-NOV-2010","In Development"
51826,"Protocol Status","Enrolling","04-APR-2012","HPV Test-and-Treat Study","A5282","","Enrolling"
51826,"Protocol Status","Open","12-MAR-2012","HPV Test-and-Treat Study","A5282","04-APR-2012","Open"
51826,"Protocol Status","Pending","22-NOV-2010","HPV Test-and-Treat Study","A5282","12-MAR-2012","Pending"
51826,"Protocol Status","In Development","14-OCT-2009","HPV Test-and-Treat Study","A5282","22-NOV-2010","In Development"
51828,"Protocol Status","Enrolling","01-JUN-2011","PK Interactions between DMPA and LPV/RTV in HIV-Infected Women","A5283","","Enrolling"
51828,"Protocol Status","Open","11-MAY-2011","PK Interactions between DMPA and LPV/RTV in HIV-Infected Women","A5283","01-JUN-2011","Open"
51828,"Protocol Status","Pending","16-DEC-2010","PK Interactions between DMPA and LPV/RTV in HIV-Infected Women","A5283","11-MAY-2011","Pending"
51828,"Protocol Status","In Development","05-OCT-2009","PK Interactions between DMPA and LPV/RTV in HIV-Infected Women","A5283","16-DEC-2010","In Development"
51831,"Protocol Status","Withdrawn","14-NOV-2011","Open-Label Study of GS-9350 and Rifampin in HIV-Uninfected Individuals","A5284","","Other"
51831,"Protocol Status","On Hold","14-JAN-2010","Open-Label Study of GS-9350 and Rifampin in HIV-Uninfected Individuals","A5284","14-NOV-2011","Other"
51831,"Protocol Status","In Development","29-OCT-2009","Open-Label Study of GS-9350 and Rifampin in HIV-Uninfected Individuals","A5284","14-JAN-2010","In Development"
51834,"Protocol Status","Withdrawn","08-JUN-2010","Pharmacokinetics of the Cyclophilin Inhibitor Debio025 and ARV Medications","A5285","","Other"
51834,"Protocol Status","On Hold","25-JAN-2010","Pharmacokinetics of the Cyclophilin Inhibitor Debio025 and ARV Medications","A5285","08-JUN-2010","Other"
51834,"Protocol Status","In Development","04-NOV-2009","Pharmacokinetics of the Cyclophilin Inhibitor Debio025 and ARV Medications","A5285","25-JAN-2010","In Development"
51835,"Protocol Status","Enrolling","03-OCT-2011","Effect of Rifaximin on Immune Activation in HIV-Infected Individuals with Incomplete CD4+ T-cell","A5286","","Enrolling"
51835,"Protocol Status","Open","01-SEP-2011","Effect of Rifaximin on Immune Activation in HIV-Infected Individuals with Incomplete CD4+ T-cell","A5286","03-OCT-2011","Open"
51835,"Protocol Status","Pending","06-DEC-2010","Effect of Rifaximin on Immune Activation in HIV-Infected Individuals with Incomplete CD4+ T-cell","A5286","01-SEP-2011","Pending"
51835,"Protocol Status","In Development","09-NOV-2009","Effect of Rifaximin on Immune Activation in HIV-Infected Individuals with Incomplete CD4+ T-cell","A5286","06-DEC-2010","In Development"
51836,"Protocol Status","Withdrawn","08-JUN-2010","Debio025 + PEG- Interferon + Ribavirin for HCV + HIV infected Subjects","A5287","","Other"
51836,"Protocol Status","On Hold","25-JAN-2010","Debio025 + PEG- Interferon + Ribavirin for HCV + HIV infected Subjects","A5287","08-JUN-2010","Other"
51836,"Protocol Status","In Development","04-NOV-2009","Debio025 + PEG- Interferon + Ribavirin for HCV + HIV infected Subjects","A5287","25-JAN-2010","In Development"
51838,"Protocol Status","Pending","30-SEP-2011","MULTI-OCTAVE: Management Using Latest Technologies to Optimize Combination Therapy After VF","A5288","","Pending"
51838,"Protocol Status","In Development","04-DEC-2009","MULTI-OCTAVE: Management Using Latest Technologies to Optimize Combination Therapy After VF","A5288","30-SEP-2011","In Development"
51839,"Protocol Status","In Development","13-APR-2011","TMC207 in Induction Phase of TB Treatment","A5289","","In Development"
51839,"Protocol Status","On Hold","02-NOV-2010","TMC207 in Induction Phase of TB Treatment","A5289","13-APR-2011","Other"
51839,"Protocol Status","In Development","07-JUL-2010","TMC207 in Induction Phase of TB Treatment","A5289","02-NOV-2010","In Development"
